,shot,time,mods,nl_04,bt,ip,p_rf,ssep,zave,q95,numin,xmin,Lne,LTe,a,R
91,1120222021.0,0.9687,u,5.0587395298e+19,-5.44821834564,-0.8090144375,9.97768511297e-05,1.30052280426,3.83672617197,4.50538635254,0.35043695107,0.392624623947,20.5455280262,0.684176365518,0.216426798604,0.677285599575
92,1120216031.0,1.0768,d,5.26740572613e+19,-5.51457691193,-0.80445975,0.0,-40.0,3.65437434196,4.26173448563,0.40572399994,0.388200512891,10.46416723,0.623895864909,0.219635576477,0.679531065827
93,1120216030.0,0.9083,d,4.43537537067e+19,-5.51555252075,-0.8097841875,0.0,-2.17344546318,3.29924492598,4.30366182327,0.251036138531,0.38450466129,-1.93877543322,0.646588071138,0.219649696358,0.679240187453
94,1120216028.0,0.8003,dw,2.00698607308e+19,-5.50872135162,-0.55831875,0.0,-1.78853237629,8.48193579197,5.77744817734,0.218308835223,0.325284560343,-1.10103659727,0.553574365902,0.219905032307,0.679376540355
95,1120216027.0,1.1085,d,2.0382588226e+19,-5.50676965714,-0.5542335,0.0,-40.0,11.0339838505,5.76224327087,0.17996743328,0.309683552423,0.303815437632,0.452233455444,0.220949186349,0.681323950129
96,1120216020.0,0.8289,d,3.72944932322e+19,-5.5126247406,-0.5504921875,0.0,-1.63989317417,5.24903561115,5.81130123138,0.420839282453,0.358084543572,0.280273024448,0.479751455668,0.222767890134,0.681837263176
97,1120216017.0,1.3119,d,8.39595875063e+19,-5.51164865494,-1.08236325,-5.09337878611e-05,-1.93107295036,2.73876924992,3.29866313934,0.339950919067,0.367029112912,-11.305245853,0.750793797499,0.221061555248,0.678894170051
98,1120216013.0,0.5175,dp,6.13143099034e+19,-5.5077457428,-1.07390425,-5.09695928486e-05,-2.26739454269,2.51918399334,3.39421892166,0.193565869988,0.354378534696,0.29228698205,0.882694185032,0.221665339869,0.677529111142
99,1120216012.0,0.5492,dp,6.25476364943e+19,-5.51164865494,-1.092851375,-5.09695892106e-05,-2.19956350327,2.48891667366,3.36575388908,0.181511971837,0.351628482043,0.306749971279,1.09731516875,0.220652019748,0.677605203814
100,1120216011.0,0.7081,d,6.91602929378e+19,-5.5018901825,-1.102539375,-5.10054196639e-05,-40.0,2.34934151411,3.26383042336,0.289159093083,0.4087677286,0.318050519032,1.58303020035,0.22080767658,0.678957013802
101,1120210022.0,0.9655,u,5.9669510877e+19,-5.42577362061,-0.8052116875,-5.09337878611e-05,1.29055798054,4.14591827393,4.49821805954,0.477925571003,0.385905276207,0.732573228844,0.640984833111,0.215519940129,0.677007338898
102,1120210019.0,0.8607,u,5.61496530991e+19,-5.42674922943,-0.806470375,-5.09337878611e-05,1.23729455471,3.81687458038,4.53220510483,0.408419740049,0.397730470856,2.91987290521,0.616287923278,0.216050308119,0.676895627002
103,1110329009.0,1.2132,d,6.05583912613e+19,-5.32721185684,-1.056771,1.45867961692e-05,-0.990552484989,2.43967695236,3.17772364616,0.319347970583,0.433086171463,-0.277162231133,0.589856705082,0.220189167592,0.683137611744
104,1110329007.0,1.1521,d,6.2659566778e+19,-5.3164768219,-1.05737275,1.47554528667e-05,-0.875681638718,2.40137140155,3.22837972641,0.291996982006,0.472151819107,0.263836244514,0.658629663909,0.220611396753,0.682433454711
105,1110329006.0,1.3386,d,6.31424239064e+19,-5.31940507889,-1.0542495,1.47709506564e-05,-0.84971010685,2.25261980772,3.17887544632,0.286108455084,0.444704533775,-0.411072105822,0.661826304205,0.220908849629,0.682495589192
106,1110329005.0,0.623,u,5.60775295343e+19,-5.33160257339,-1.0483285,1.49057959788e-05,-1.1378993988,2.64886980057,3.15070223808,0.205165959952,0.468858462812,0.144978168625,0.691137422975,0.218676688487,0.682093447445
107,1110329005.0,1.2163,d,5.97693861152e+19,-5.3223323822,-1.05676175,1.49523766595e-05,-0.868271410465,2.29895681381,3.18215322495,0.239422322716,0.463303113338,-0.134404940436,0.673063058687,0.220708853167,0.683370565943
108,1110329004.0,1.0848,d,5.29085962856e+19,-5.02762317657,-0.754265625,1.49089901242e-05,1.32361400127,3.04887845039,4.48027038574,0.357107523065,0.402694627532,-0.0937846979763,1.82724979017,0.217099846576,0.678569520968
109,1110125012.0,0.9747,d,3.46913994534e+19,-7.06424045563,-0.7206605,0.000165655466844,1.180986166,3.05358423948,6.1760559082,0.185057920866,0.359359087024,33.4141458164,0.593726590897,0.220881943348,0.678958609462
110,1110125006.0,1.1093,d,5.0914662735e+19,-5.06763315201,-0.75435475,0.000166976693436,1.30855894089,2.55951191664,4.54288196564,0.401322962788,0.413055259011,0.726144336676,0.63490119202,0.216899769437,0.678987934824
111,1110125005.0,1.0114,d,4.75236721179e+19,-5.06860923767,-0.7559286875,0.000166944519151,1.31247198582,2.65131733656,4.55096912384,0.0425922295065,0.26814009843,0.00937816229523,1.08055463637,0.21759388592,0.678710297249
112,1110125004.0,1.2071,d,4.89717993004e+19,-5.06470537186,-0.753724375,0.000166943922522,1.29258060455,2.56892691851,4.55613422394,0.0580245992667,0.332619987968,-0.10549557917,0.7364688846,0.21744644208,0.678946100459
113,1110105033.0,0.886,d,3.47119559228e+19,-7.0105676651,-0.71396875,9.09894006327e-05,1.21887016296,2.74107091427,6.20416307449,7.06637538357,0.861956589783,0.12094385204,5.55534266641,0.219443293158,0.678899383579
114,1110105032.0,1.1551,d,5.94626443613e+19,-7.00568819046,-1.0577845,9.06243221834e-05,1.3865840435,1.64349957764,4.43913650513,5.93437547528,0.898411323473,-1.5027509699,6.2408064626,0.218439662173,0.678008019276
115,1110105031.0,1.1032,d,5.82398686839e+19,-7.01495885849,-1.05686875,9.08113579499e-05,1.39164745808,1.72111643791,4.44293308258,5.63342631953,0.922507081783,0.300495772648,6.21073110993,0.218206560534,0.678177003593
116,1110105029.0,0.8126,u,2.65303513621e+19,-5.011033535,-0.5126456875,9.01390449144e-05,1.07737493515,6.1032496357,6.28412055969,0.407185143375,0.365571262446,-0.395551345078,0.584179611664,0.218335146005,0.680072907802
117,1110105027.0,1.0022,d,6.25278716733e+19,-5.02469539642,-1.0479960625,9.0389221441e-05,1.36634540558,2.1424433589,3.38555407524,0.291828748431,0.458415954199,1.75193454493,0.729650418371,0.217072831056,0.677154300754
118,1110105024.0,1.396,u,3.82496917598e+19,-5.02274417877,-0.753015125,9.01286548469e-05,1.30646729469,3.00942111015,4.50763130188,0.297227468673,0.401612962092,-0.727688416758,0.649951674765,0.217243405371,0.677663220006
119,1110105020.0,1.2316,d,4.90123360951e+19,-5.02957487106,-0.7542728125,9.00581435417e-05,1.29351758957,2.42032505989,4.50069618225,0.373842753523,0.404650328704,965.896470545,0.635655686371,0.217825799287,0.678775792539
120,1101216035.0,0.8585,d,6.31641106738e+19,-3.24277806282,-0.7965524375,9.26239736145e-05,-1.78641784191,1.25638518929,2.73888802528,0.623721867471,0.334890545377,5.72447595905,1.36521642928,0.218686176743,0.677497070511
121,1101216032.0,0.6536,d,5.89024167987e+19,-3.48918199539,-0.8114856875,9.3084803666e-05,-1.83075928688,1.56172178268,2.82555699348,0.271306566399,0.646617696652,0.230299200539,1.07026714301,0.219750322069,0.678034439202
122,1101216031.0,0.7239,u,6.12036902375e+19,-3.27302932739,-0.80337925,9.30625828914e-05,-1.81555843353,1.36455283642,2.71835756302,0.4999269654,0.253421859673,0.0788082027091,1.9688125831,0.219457818816,0.67767523787
123,1101216031.0,1.1014,d,6.74812023428e+19,-3.50869941711,-0.7838995,9.29644957068e-05,-1.66969633102,1.69695784569,3.01320672035,0.303121488668,0.726509549527,0.0451795649173,0.670408885781,0.218400726295,0.678039087692
124,1101216031.0,1.149,up?,6.91044993198e+19,-3.80487251282,-0.7910595,9.28422814468e-05,-1.46730136871,1.9422603488,3.23038697243,0.544786097389,0.4926942562,-0.0733562212,1.22611829834,0.21876020571,0.679067548678
125,1101216031.0,1.2348,dp?,1.00583332505e+20,-4.2976808548,-0.790916625,9.29312736844e-05,-1.10656988621,2.38904600143,3.98445463181,1.5464099178,0.448497928989,0.0283716869791,0.672006823027,0.21912569628,0.679896166374
126,1101216027.0,1.2805,u,5.65674895079e+19,-4.55140447617,-0.804313875,9.22547333175e-05,-1.054038167,2.31753147841,3.95556378365,0.405414894862,0.476412039117,-0.0892666163266,0.592726915438,0.220608466222,0.680345637593
127,1101216025.0,0.7759,u,5.64530435416e+19,-3.14616751671,-0.798175125,9.23369661905e-05,-1.84270763397,2.01801548243,2.64066171646,253067.128525,0.550081221328,0.144802426604,0.630922979678,0.219304840284,0.677035890624
128,1101216025.0,0.9472,d,5.9973807317e+19,-3.85073757172,-0.79074675,9.2441427114e-05,-1.68838894367,2.1771064949,3.21223545074,0.791097878821,0.492287364544,1.77838309271,1.36724570805,0.217650888842,0.677006731234
129,1101216025.0,1.2683,u,5.73026141861e+19,-4.52798318863,-0.8011291875,9.23962579691e-05,-40.0,2.07264037311,3.94172406197,0.392266319324,0.448485103289,-0.134362012305,0.655376507104,0.220163804442,0.680365917228
130,1101216024.0,0.6689,u,5.49375558787e+19,-3.45502710342,-0.8098236875,9.25403437577e-05,-1.7926517725,1.74819087386,2.84392786026,10.0299850165,0.172886404613,0.470475162266,-4.47483831797,0.219297756734,0.677397843582
131,1101216024.0,0.8921,d,5.96697483715e+19,-3.5023560524,-0.78833475,9.24514388316e-05,-1.80976104736,1.77923208654,3.01443505287,3.81759138892,0.242037582531,-27.4679084592,1.82518948443,0.218762644789,0.677275073774
132,1101216024.0,1.2713,u,5.56946356051e+19,-4.52895927429,-0.803327375,9.24595369725e-05,-1.16826033592,2.45550738454,3.91543292999,0.423459750218,0.457223476988,-0.124035455495,0.673342858053,0.219633740707,0.680062592124
133,1101216022.0,0.6291,u,5.49247179809e+19,-3.57310581207,-0.810719375,9.23808402149e-05,-1.86492168903,1.44576369166,2.93144226074,2.60020278716,0.218872681652,-0.852148506913,-5.28827743768,0.220420620642,0.67832250535
134,1101216022.0,0.883,d,6.61705668903e+19,-3.43453407288,-0.78354325,9.24634368857e-05,-1.75828802586,2.03910011053,2.89544653893,2.31265698992,0.306104812672,0.388939790716,1.42047549648,0.219519072869,0.677474015939
135,1101216022.0,1.3295,uh?,6.71615567204e+19,-4.53676652908,-0.800988,9.25403437577e-05,-40.0,1.84519721568,4.05408716202,0.455188860503,0.447970958508,-0.0316459026377,0.622606199431,0.220586379365,0.680939352507
136,1101216021.0,0.6291,u,5.56248605972e+19,-3.57847332954,-0.81413325,9.26885477384e-05,-1.82053470612,1.31765146494,2.88802218437,2.57230263961,0.226212954813,-1.66174790472,3.1518133734,0.221278500494,0.678824306962
137,1101216021.0,0.9258,d,6.37539458855e+19,-3.72826743126,-0.789743375,9.26251086639e-05,-1.81705927849,1.49000600457,3.04803776741,0.941873098158,0.422849206775,0.431225812763,0.258471945245,0.218982151472,0.677298164731
138,1101216021.0,1.4028,uh?,7.98203220519e+19,-4.54457330704,-0.7999104375,9.28548688535e-05,-0.792173504829,1.58173368454,4.12069225311,0.58105905294,0.440855363183,-0.0444169206875,0.648799774252,0.222140612081,0.681149749655
139,1101216020.0,0.5649,u,5.09034433183e+19,-3.78047585487,-0.813283375,9.29609304876e-05,-1.88440740108,1.68299344659,3.07689714432,0.538332622859,0.388504482436,-0.266683111772,-15.6240150621,0.220748053755,0.678262079981
140,1101216020.0,1.0236,d,8.38623906784e+19,-2.99686169624,-0.7783425,9.28554509301e-05,-1.59102869034,2.36962368965,2.607401371,5222.08702405,0.100004116973,-0.499676426127,-0.312799622668,0.219171579146,0.678421225981
141,1101216020.0,1.3753,uh?,8.7373615091e+19,-4.51920080185,-0.803307875,9.28143417696e-05,-0.781646609306,1.66132610798,4.20106077194,0.601057207611,0.438487860209,-0.367202383029,0.700231101588,0.220128403851,0.68064097365
142,1101014005.0,0.5986,u,7.32604509626e+19,-5.30964660645,-0.623182625,1.07653164864,1.137414217,2.74684169769,5.6308722496,0.484349937467,0.36849511338,1.07237179611,0.538108833929,0.219738723769,0.682857201848
143,1100323030.0,0.746,d,9.4936636609e+19,-4.52505588531,-0.7546255,2.36335849762,-0.553921341896,1.95214871168,4.16370344162,0.424750599316,0.418974925149,1.96833116259,0.672980118479,0.21995440734,0.684550952989
144,1100323025.0,0.6812,dr,8.6284298135e+19,-4.52651977539,-0.750244625,0.000153993401909,-0.630310714245,1.76077338934,4.12263536453,0.573074629293,0.443309826097,3.51066590238,0.67628226733,0.22034194088,0.682658468376
145,1100323024.0,0.686,dr,8.61479850815e+19,-4.5270075798,-0.750088,0.000153648375999,-0.626173198223,1.74987621307,4.05096626282,0.602791905012,0.419163892583,-5.37044745306,0.628047468699,0.220015019218,0.681931322794
146,1100305005.0,1.0723,d,9.19194887414e+19,-5.38966655731,-0.79605375,0.000142049437272,-1.05053341389,1.73173722565,4.24217939377,0.58395043054,0.395496144118,8.29336174196,0.646894164326,0.219311431574,0.684317432334
147,1100217028.0,0.9975,d,6.24498151438e+19,-5.47407817841,-0.800302875,0.000142769276863,40.0,2.67936140299,3.04772043228,0.333289150823,0.445501525765,1.91165299197,0.596849348205,0.229091616388,0.6840967462
148,1100217026.0,0.5975,u,5.37239677205e+19,-5.46773529053,-1.0060239375,0.00014269532403,0.813512504101,3.46406242251,4.08769369125,0.188017416922,0.468862221284,-0.46497030167,0.620509544364,0.222218801299,0.676418198751
149,1100217025.0,0.9745,d,5.58237842409e+19,-5.46383190155,-0.8184415,0.000142610355397,0.755475699902,2.79580466747,4.78984546661,0.252609036887,0.430824567831,1.92607566966,0.622153007891,0.21921810385,0.679152354753
150,1100217025.0,1.2449,d,5.38226510881e+19,-5.45992851257,-0.70695975,0.000142382996273,0.760325551033,2.56406247377,5.16351127625,0.248942911505,0.404626524187,16.2882534637,0.574741502845,0.21700450013,0.6771461904
151,1100217022.0,0.6033,up,5.95396189713e+19,-6.26501178741,-1.0127095,0.000141392942169,0.814997494221,3.06548260331,4.65389251709,0.187782365893,0.449684555022,2.81945747009,0.636490189426,0.222562491475,0.677490788122
152,1100217022.0,0.9514,d,5.53730548422e+19,-6.27574586868,-0.8379925,0.000141706870636,0.881227850914,3.01229203224,5.17067623138,0.207964758323,0.403559427474,-1.80835753831,0.591687650879,0.218570578829,0.678827687154
153,1100217022.0,1.2622,d,5.4860141464e+19,-6.27184295654,-0.688621625,0.000141523734783,0.919387340546,2.43336598873,5.83331727982,0.252125747015,0.381771585234,3.92018290381,0.563135170776,0.217582755206,0.679110520566
154,1100217021.0,0.9342,d,8.35822878922e+19,-6.27281856537,-0.852086,0.000141524433275,40.0,2.61808823586,4.35287380219,0.413006088817,0.413296892495,2.52281636636,0.585468144437,0.223849019368,0.679811493794
155,1100217021.0,1.2306,d,6.79610775956e+19,-6.26891469955,-0.72212175,0.000141582015203,40.0,3.01401599884,5.21064805984,0.426551605294,0.382385758313,3.88104157539,0.534758233001,0.223511086728,0.679449697547
156,1100217020.0,0.9198,d,8.87275361172e+19,-6.27672147751,-0.871348375,0.000141868134961,40.0,2.55783408165,4.21412706375,0.418580616951,0.401305990667,0.731504993997,0.556922448824,0.224021408357,0.679787939717
157,1100217019.0,0.9169,dw,6.75521384349e+19,-6.28550481796,-0.806704,0.000141455355333,40.0,2.48108369827,3.43841552734,0.334249486084,0.426958817682,-2.85350674189,0.637128976278,0.229992504959,0.685569413033
158,1100217018.0,1.0493,d,6.14450198457e+19,-3.92783045769,-0.5521825625,0.00014089794422,40.0,2.28470908046,3.07657051086,0.845843095707,0.418914416347,0.409901613164,0.746725521445,0.226860028188,0.682324694007
159,1100217017.0,1.1615,d,5.73881649868e+19,-3.92783045769,-0.613234125,0.000141038661241,40.0,2.2483007431,2.98195385933,0.491701510453,0.413802567218,1.06781907354,0.587243725182,0.222051045997,0.67592722436
160,1100217017.0,1.2852,d,6.29040146012e+19,-3.92490267754,-0.5888079375,0.000141028940561,40.0,1.87881686449,3.04884052277,0.69694630492,0.360686392937,1.27815390768,0.566090135886,0.223867619312,0.676273462217
161,1100217012.0,1.0752,d,5.56380987172e+19,-2.79925012589,-0.6346710625,0.000140785559779,1.14451217651,2.05668867111,2.98749446869,7.03358998015,0.758810978756,-0.651595249578,3.84662690407,0.209872663289,0.674335502155
162,1100217002.0,1.1845,d,2.81004209812e+19,-5.47066307068,-0.6102183125,0.0,1.14771854877,5.739691782,5.85619735718,0.205546702859,0.342960661822,-0.89627051719,0.589401573696,0.218178020425,0.679087407912
163,1100217002.0,1.3485,u,3.12811014122e+19,-5.46578359604,-0.6098990625,0.0,1.10128867626,5.76685372591,5.75837135315,0.245212296564,0.377042567548,-0.827579360984,0.526924296666,0.215171211569,0.679410823625
164,1080520028.0,0.7817,u,4.70210017899e+19,-5.44254732132,-0.814641125,-8.67559137987e-05,1.38390159607,2.39447820902,4.64906311035,0.184743046684,0.406599588019,16.9172631494,0.576190703217,0.214931899665,0.680829257709
165,1080520027.0,0.686,u,4.52752675961e+19,-5.44351291656,-0.815738125,-8.60451546032e-05,1.33695924282,2.45304927826,4.6595249176,0.171543454786,0.404944334855,-0.838796514092,0.590194715446,0.215618135031,0.680693489322
166,1080520026.0,0.8651,u,4.83983819963e+19,-5.44640922546,-0.8130795,-8.70742078405e-05,1.42999219894,2.39368688822,4.71425962448,0.190973280266,0.403455850975,-2.75293309328,0.582327284762,0.215280060267,0.681043827581
167,1080520026.0,1.2392,d,5.56904398687e+19,-5.44640922546,-0.8071276875,-8.69212963153e-05,1.39405286312,2.07318241119,4.767619133,0.235739136777,0.397155790923,-1.77226231463,0.581599131043,0.215397457903,0.681537651933
168,1080520025.0,0.6493,u,4.54851071912e+19,-5.44447755814,-0.814014875,-8.6075917352e-05,1.34817028046,2.51722597837,4.76800251007,0.196643426285,0.407255768293,-0.576769593546,0.583154505389,0.215554029909,0.680782915038
169,1080520024.0,0.7126,u,4.81604212918e+19,-5.45027112961,-0.8162230625,-8.59149149619e-05,1.39562833309,2.32754124641,4.69023513794,0.190988360586,0.402854395389,-0.839310371954,0.594191947793,0.215142421859,0.68100222127
170,1080520024.0,0.9889,dir,4.62518318337e+19,-5.45220184326,-0.812467375,-8.58429411892e-05,1.42233920097,2.54008077264,4.67879915237,0.197259376643,0.404054772994,20.6035611445,0.607787897193,0.214752990776,0.680693075511
171,1080520024.0,1.0406,upr,5.58511356921e+19,-5.45365047455,-0.814353375,1.85891163349,1.40736722946,2.33012359381,4.69812917709,0.16048954871,0.386191807081,0.470803785353,0.566598494511,0.215908667898,0.68321678253
172,1080520024.0,1.3226,d,5.00293843508e+19,-5.45220184326,-0.8108996875,1.80846107006,1.40203487873,3.26342344522,4.73629522324,0.180287835266,0.391047710454,-0.387577813121,0.551207575259,0.216156986644,0.684074835184
173,1080520014.0,0.6263,u,5.83902510883e+19,-5.45268440247,-0.986265375,-8.68624774739e-05,1.39566421509,2.05621865869,3.96200466156,0.195871837156,0.431200446621,-2.21537712713,0.68086725441,0.215298106063,0.679472641058
174,1080520011.0,0.5285,u,5.48960647079e+19,-5.44930553436,-0.965270625,-8.62013257574e-05,1.47615790367,1.96125544608,4.17690134048,0.196318590978,0.423770040588,-0.962207897182,0.602184688643,0.217753403615,0.679650871516
175,1080502015.0,0.8191,u,4.73559086337e+19,-3.12437152863,-0.6464703125,-4.64792537969e-05,40.0,1.82496362209,3.31283736229,1.28132580476,0.283274896597,-64.0532179756,0.809563569671,0.22939248411,0.680638111972
176,1080502015.0,1.2795,d,4.6112866758e+19,-3.00754523277,-0.635727625,-4.67024729005e-05,40.0,2.00821185708,3.3612844944,4.60894789861,0.196822316917,-2.31284257721,1.055854728,0.230545973916,0.679884523831
177,1080502014.0,0.7903,u,5.64938618112e+19,-3.17119836807,-0.647511125,-4.58585636807e-05,40.0,1.62756189764,3.33052182198,0.876905307848,0.324388815395,-0.998128892601,0.732424821012,0.229461459031,0.680939175384
178,1080502013.0,0.6867,uw,6.87051479005e+19,-3.42464327812,-0.64773125,-4.64284894406e-05,40.0,1.40305786967,3.61212325096,0.719955256183,0.454625393578,6.77203225284,0.598142093159,0.229363119409,0.681621246968
179,1080502012.0,0.609,uw,7.46966858274e+19,-3.64429569244,-0.63929525,-4.61466988781e-05,40.0,1.23927279711,3.8002986908,0.709997072451,0.477247587456,-0.360110525711,0.952493001824,0.228805041454,0.681829028538
180,1080502010.0,0.6148,u,4.32994935795e+19,-3.63270950317,-0.64515175,-4.55830995634e-05,40.0,1.68172664165,3.72306585312,0.259083313097,0.603658719252,-2.07283699693,1.25575357051,0.228821516341,0.68205580707
181,1080502009.0,0.75,u,3.90802364552e+19,-3.25809383392,-0.70655725,-4.61860618088e-05,-1.66967487335,1.38103640079,3.13217830658,0.214269856918,0.401607452756,1.4790942421,0.69665821483,0.218892417848,0.679497003555
182,1080502005.0,0.6004,u,4.14814115205e+19,-3.67470884323,-0.678922,-0.000497413682751,-1.72819495201,1.27036426544,3.59509658813,0.0677525048606,0.679836110499,-0.602180514367,1.67339486399,0.21990746481,0.681018808667
183,1080502003.0,0.6436,u,5.58435974404e+19,-5.46185731888,-0.8165575,-4.40975491074e-05,-1.48176157475,1.74192905188,4.66452360153,0.189606387318,0.411369396857,-0.733100468907,0.595540372549,0.219803562972,0.684443911603
